,name,deck,type,code,imgSource,count,apperances,avgCopies,percOfDecks
45,"Minerva, the Athenian Lightsworn",extra_deck,Synchro Monster,18843291,https://images.ygoprodeck.com/images/cards_small/18843291.jpg,3,3,1.0,1.0
46,Visas Amritara,extra_deck,Synchro Tuner Monster,821049,https://images.ygoprodeck.com/images/cards_small/821049.jpg,3,3,1.0,1.0
47,"Minerva, the Exalted Lightsworn",extra_deck,XYZ Monster,30100551,https://images.ygoprodeck.com/images/cards_small/30100551.jpg,3,3,1.0,1.0
48,The Zombie Vampire,extra_deck,XYZ Monster,73082255,https://images.ygoprodeck.com/images/cards_small/73082255.jpg,2,2,1.0,0.67
49,Toadally Awesome,extra_deck,XYZ Monster,90809975,https://images.ygoprodeck.com/images/cards_small/90809975.jpg,2,2,1.0,0.67
50,Bahamut Shark,extra_deck,XYZ Monster,440556,https://images.ygoprodeck.com/images/cards_small/440556.jpg,2,2,1.0,0.67
51,Number 38: Hope Harbinger Dragon Titanic Galaxy,extra_deck,XYZ Monster,63767246,https://images.ygoprodeck.com/images/cards_small/63767246.jpg,1,1,1.0,0.33
52,Infernal Flame Banshee,extra_deck,XYZ Monster,29423048,https://images.ygoprodeck.com/images/cards_small/29423048.jpg,1,1,1.0,0.33
53,Number 41: Bagooska the Terribly Tired Tapir,extra_deck,XYZ Monster,90590304,https://images.ygoprodeck.com/images/cards_small/90590304.jpg,1,1,1.0,0.33
54,Abyss Dweller,extra_deck,XYZ Monster,21044178,https://images.ygoprodeck.com/images/cards_small/21044178.jpg,1,1,1.0,0.33
55,Time Thief Redoer,extra_deck,XYZ Monster,55285840,https://images.ygoprodeck.com/images/cards_small/55285840.jpg,1,1,1.0,0.33
56,"Apollousa, Bow of the Goddess",extra_deck,Link Monster,4280258,https://images.ygoprodeck.com/images/cards_small/4280258.jpg,3,3,1.0,1.0
57,S:P Little Knight,extra_deck,Link Monster,29301450,https://images.ygoprodeck.com/images/cards_small/29301450.jpg,3,3,1.0,1.0
58,Cross-Sheep,extra_deck,Link Monster,50277355,https://images.ygoprodeck.com/images/cards_small/50277355.jpg,2,2,1.0,0.67
59,I:P Masquerena,extra_deck,Link Monster,65741786,https://images.ygoprodeck.com/images/cards_small/65741786.jpg,1,1,1.0,0.33
60,Spright Sprind,extra_deck,Link Monster,72329844,https://images.ygoprodeck.com/images/cards_small/72329844.jpg,1,1,1.0,0.33
61,Archnemeses Eschatos,side_deck,Effect Monster,33212663,https://images.ygoprodeck.com/images/cards_small/33212663.jpg,1,1,1.0,0.33
62,Volcanic Scattershot,side_deck,Effect Monster,69750546,https://images.ygoprodeck.com/images/cards_small/69750546.jpg,1,1,1.0,0.33
63,Electromagnetic Turtle,side_deck,Effect Monster,34710660,https://images.ygoprodeck.com/images/cards_small/34710660.jpg,1,1,1.0,0.33
64,Bystial Druiswurm,side_deck,Effect Monster,6637331,https://images.ygoprodeck.com/images/cards_small/6637331.jpg,1,1,1.0,0.33
65,Bystial Magnamhut,side_deck,Effect Monster,33854624,https://images.ygoprodeck.com/images/cards_small/33854624.jpg,1,1,1.0,0.33
66,Gagaga Cowboy,side_deck,XYZ Monster,12014404,https://images.ygoprodeck.com/images/cards_small/12014404.jpg,1,1,1.0,0.33
67,Cosmic Cyclone,side_deck,Spell Card,8267140,https://images.ygoprodeck.com/images/cards_small/8267140.jpg,5,2,2.5,0.67
68,Forbidden Droplet,side_deck,Spell Card,24299458,https://images.ygoprodeck.com/images/cards_small/24299458.jpg,5,2,2.5,0.67
69,Triple Tactics Talent,side_deck,Spell Card,25311006,https://images.ygoprodeck.com/images/cards_small/25311006.jpg,3,1,3.0,0.33
70,Magical Spring,side_deck,Spell Card,43455065,https://images.ygoprodeck.com/images/cards_small/43455065.jpg,2,1,2.0,0.33
71,Soul Release,side_deck,Spell Card,5758500,https://images.ygoprodeck.com/images/cards_small/5758500.jpg,2,1,2.0,0.33
72,Mind Control,side_deck,Spell Card,37520316,https://images.ygoprodeck.com/images/cards_small/37520316.jpg,2,1,2.0,0.33
73,Change of Heart,side_deck,Spell Card,4031928,https://images.ygoprodeck.com/images/cards_small/4031928.jpg,1,1,1.0,0.33
74,Tearlaments Heartbeat,side_deck,Spell Card,60362066,https://images.ygoprodeck.com/images/cards_small/60362066.jpg,1,1,1.0,0.33
75,Dimensional Barrier,side_deck,Trap Card,83326048,https://images.ygoprodeck.com/images/cards_small/83326048.jpg,3,1,3.0,0.33
